id,name,age,salary,city,bonus,salary_lakh
110,User_110,25,124997,HYD,12499.7,1.25
111,User_111,54,109421,Chennai,10942.1,1.09
112,User_112,19,75356,Bangalore,7535.6,0.75
113,User_113,49,60427,HYD,6042.700000000001,0.6
114,User_114,50,106504,HYD,10650.400000000001,1.07
115,User_115,19,148546,HYD,14854.6,1.49
116,User_116,48,145199,Bangalore,14519.900000000001,1.45
117,User_117,57,50672,Bangalore,5067.200000000001,0.51
118,User_118,21,42715,Mumbai,4271.5,0.43
119,User_119,42,132085,Chennai,13208.5,1.32
120,User_120,42,67191,Mumbai,6719.1,0.67
121,User_121,49,68724,Bangalore,6872.400000000001,0.69
122,User_122,47,70631,Chennai,7063.1,0.71
123,User_123,34,24666,Bangalore,2466.6000000000004,0.25
124,User_124,18,85394,HYD,8539.4,0.85
125,User_125,51,137368,Bangalore,13736.800000000001,1.37
126,User_126,26,70910,Mumbai,7091.0,0.71
127,User_127,35,20647,Mumbai,2064.7000000000003,0.21
128,User_128,18,114747,Bangalore,11474.7,1.15
129,User_129,39,76738,Mumbai,7673.8,0.77
130,User_130,30,127442,Bangalore,12744.2,1.27
131,User_131,28,62722,Mumbai,6272.200000000001,0.63
132,User_132,60,148459,Mumbai,14845.900000000001,1.48
133,User_133,23,25510,Mumbai,2551.0,0.26
134,User_134,25,135038,Mumbai,13503.800000000001,1.35
135,User_135,50,40565,HYD,4056.5,0.41
136,User_136,28,136002,Mumbai,13600.2,1.36
137,User_137,38,50415,Bangalore,5041.5,0.5
138,User_138,24,66587,Chennai,6658.700000000001,0.67
139,User_139,50,92260,Chennai,9226.0,0.92
140,User_140,53,129888,Bangalore,12988.800000000001,1.3
141,User_141,33,44038,Mumbai,4403.8,0.44
142,User_142,30,100036,Chennai,10003.6,1.0
143,User_143,50,135678,Mumbai,13567.800000000001,1.36
144,User_144,60,71013,Chennai,7101.3,0.71
145,User_145,52,46121,Bangalore,4612.1,0.46
146,User_146,54,144607,Chennai,14460.7,1.45
147,User_147,37,32756,Mumbai,3275.6000000000004,0.33
148,User_148,24,131485,Bangalore,13148.5,1.31
149,User_149,46,46847,HYD,4684.7,0.47
150,User_150,33,148104,Mumbai,14810.400000000001,1.48
151,User_151,59,32607,Bangalore,3260.7000000000003,0.33
152,User_152,51,147909,HYD,14790.900000000001,1.48
153,User_153,34,45683,Bangalore,4568.3,0.46
154,User_154,48,40702,Mumbai,4070.2000000000003,0.41
155,User_155,37,77939,Chennai,7793.900000000001,0.78
156,User_156,35,69340,Chennai,6934.0,0.69
157,User_157,43,52457,Bangalore,5245.700000000001,0.52
158,User_158,20,36470,Bangalore,3647.0,0.36
159,User_159,24,131400,Chennai,13140.0,1.31
160,User_160,35,144319,HYD,14431.900000000001,1.44
161,User_161,23,39556,Chennai,3955.6000000000004,0.4
162,User_162,38,76874,Mumbai,7687.400000000001,0.77
163,User_163,40,79670,Mumbai,7967.0,0.8
164,User_164,33,59826,HYD,5982.6,0.6
165,User_165,33,118039,Chennai,11803.900000000001,1.18
166,User_166,31,87793,Mumbai,8779.300000000001,0.88
167,User_167,21,25705,Chennai,2570.5,0.26
168,User_168,29,84868,Mumbai,8486.800000000001,0.85
169,User_169,26,68346,HYD,6834.6,0.68
170,User_170,45,142330,Bangalore,14233.0,1.42
171,User_171,49,88255,Bangalore,8825.5,0.88
172,User_172,42,133130,HYD,13313.0,1.33
173,User_173,50,63548,Mumbai,6354.8,0.64
174,User_174,43,121884,HYD,12188.400000000001,1.22
175,User_175,38,41149,HYD,4114.900000000001,0.41
176,User_176,35,75431,Chennai,7543.1,0.75
177,User_177,28,97209,Chennai,9720.9,0.97
178,User_178,48,109098,Chennai,10909.800000000001,1.09
179,User_179,51,42686,Bangalore,4268.6,0.43
180,User_180,39,81684,Mumbai,8168.400000000001,0.82
181,User_181,40,93017,HYD,9301.7,0.93
182,User_182,25,44631,HYD,4463.1,0.45
183,User_183,42,27994,Bangalore,2799.4,0.28
184,User_184,44,133300,Chennai,13330.0,1.33
185,User_185,25,95521,Chennai,9552.1,0.96
186,User_186,43,149654,Bangalore,14965.400000000001,1.5
187,User_187,59,124439,Mumbai,12443.900000000001,1.24
188,User_188,42,82518,Mumbai,8251.800000000001,0.83
189,User_189,34,123423,HYD,12342.300000000001,1.23
190,User_190,60,46500,HYD,4650.0,0.47
191,User_191,42,86803,Mumbai,8680.300000000001,0.87
192,User_192,19,91113,HYD,9111.300000000001,0.91
193,User_193,38,80416,HYD,8041.6,0.8
194,User_194,27,135377,HYD,13537.7,1.35
195,User_195,26,52211,Mumbai,5221.1,0.52
196,User_196,53,102105,HYD,10210.5,1.02
197,User_197,21,39763,Chennai,3976.3,0.4
198,User_198,53,89836,Chennai,8983.6,0.9
199,User_199,55,84232,Mumbai,8423.2,0.84
200,User_200,42,96267,Chennai,9626.7,0.96
201,User_201,22,42574,Bangalore,4257.400000000001,0.43
202,User_202,31,108698,Bangalore,10869.800000000001,1.09
203,User_203,40,34302,Mumbai,3430.2000000000003,0.34
204,User_204,28,126730,Mumbai,12673.0,1.27
205,User_205,58,33636,Mumbai,3363.6000000000004,0.34
206,User_206,50,127955,Mumbai,12795.5,1.28
207,User_207,47,66087,Chennai,6608.700000000001,0.66
208,User_208,31,120639,Chennai,12063.900000000001,1.21
209,User_209,59,104656,Bangalore,10465.6,1.05
210,User_210,26,43248,Bangalore,4324.8,0.43
211,User_211,18,55963,HYD,5596.3,0.56
212,User_212,53,21820,Mumbai,2182.0,0.22
213,User_213,42,135508,Chennai,13550.800000000001,1.36
214,User_214,22,96790,Mumbai,9679.0,0.97
215,User_215,54,94160,Chennai,9416.0,0.94
216,User_216,30,49664,Mumbai,4966.400000000001,0.5
217,User_217,43,78924,HYD,7892.400000000001,0.79
218,User_218,59,95911,Bangalore,9591.1,0.96
219,User_219,19,144418,Chennai,14441.800000000001,1.44
220,User_220,33,67034,Mumbai,6703.400000000001,0.67
221,User_221,55,148789,Bangalore,14878.900000000001,1.49
222,User_222,39,111682,Bangalore,11168.2,1.12
223,User_223,60,136365,Bangalore,13636.5,1.36
224,User_224,25,69033,Mumbai,6903.3,0.69
225,User_225,34,117718,HYD,11771.800000000001,1.18
226,User_226,47,31843,Bangalore,3184.3,0.32
227,User_227,29,24460,Bangalore,2446.0,0.24
228,User_228,32,137391,HYD,13739.1,1.37
229,User_229,21,131918,HYD,13191.800000000001,1.32
230,User_230,60,145622,Mumbai,14562.2,1.46
231,User_231,51,118875,Chennai,11887.5,1.19
232,User_232,33,54068,Mumbai,5406.8,0.54
233,User_233,27,114650,Chennai,11465.0,1.15
234,User_234,42,50649,HYD,5064.900000000001,0.51
235,User_235,19,73531,HYD,7353.1,0.74
236,User_236,26,106900,Mumbai,10690.0,1.07
237,User_237,46,94869,Mumbai,9486.9,0.95
238,User_238,44,147570,HYD,14757.0,1.48
239,User_239,44,77324,Mumbai,7732.400000000001,0.77
240,User_240,50,30280,Mumbai,3028.0,0.3
241,User_241,18,88332,Bangalore,8833.2,0.88
242,User_242,36,95157,Bangalore,9515.7,0.95
243,User_243,48,127607,Bangalore,12760.7,1.28
244,User_244,43,136048,Mumbai,13604.800000000001,1.36
245,User_245,36,110787,Mumbai,11078.7,1.11
246,User_246,30,44432,HYD,4443.2,0.44
247,User_247,56,130495,Mumbai,13049.5,1.3
248,User_248,25,117371,Chennai,11737.1,1.17
249,User_249,40,117675,HYD,11767.5,1.18
250,User_250,33,36274,HYD,3627.4,0.36
251,User_251,37,22770,Mumbai,2277.0,0.23
252,User_252,42,37945,HYD,3794.5,0.38
253,User_253,41,124678,Mumbai,12467.800000000001,1.25
254,User_254,47,143735,HYD,14373.5,1.44
255,User_255,23,94873,Mumbai,9487.300000000001,0.95
256,User_256,57,134327,Chennai,13432.7,1.34
257,User_257,28,83320,Bangalore,8332.0,0.83
258,User_258,54,78637,Mumbai,7863.700000000001,0.79
259,User_259,30,95175,Chennai,9517.5,0.95
260,User_260,53,85291,Mumbai,8529.1,0.85
261,User_261,50,34622,Chennai,3462.2000000000003,0.35
262,User_262,36,51862,Chennai,5186.200000000001,0.52
263,User_263,50,79698,HYD,7969.8,0.8
264,User_264,39,91364,Chennai,9136.4,0.91
265,User_265,34,137999,HYD,13799.900000000001,1.38
266,User_266,52,24175,Bangalore,2417.5,0.24
267,User_267,52,52369,HYD,5236.900000000001,0.52
268,User_268,54,46751,Mumbai,4675.1,0.47
269,User_269,50,132919,HYD,13291.900000000001,1.33
270,User_270,31,22254,Bangalore,2225.4,0.22
271,User_271,35,105240,Bangalore,10524.0,1.05
272,User_272,60,82225,Bangalore,8222.5,0.82
273,User_273,45,25356,Bangalore,2535.6000000000004,0.25
274,User_274,57,147675,Chennai,14767.5,1.48
275,User_275,25,39110,Bangalore,3911.0,0.39
276,User_276,43,116427,Chennai,11642.7,1.16
277,User_277,42,128743,Mumbai,12874.300000000001,1.29
278,User_278,28,103381,Bangalore,10338.1,1.03
279,User_279,18,87985,Bangalore,8798.5,0.88
280,User_280,24,118202,Chennai,11820.2,1.18
281,User_281,54,120162,Chennai,12016.2,1.2
282,User_282,38,137962,Chennai,13796.2,1.38
283,User_283,56,56910,Bangalore,5691.0,0.57
284,User_284,47,66583,Chennai,6658.3,0.67
285,User_285,60,74382,Chennai,7438.200000000001,0.74
286,User_286,46,29633,Chennai,2963.3,0.3
287,User_287,33,134340,HYD,13434.0,1.34
288,User_288,57,76024,Bangalore,7602.400000000001,0.76
289,User_289,55,49685,Mumbai,4968.5,0.5
290,User_290,18,36308,Mumbai,3630.8,0.36
291,User_291,24,141294,Chennai,14129.400000000001,1.41
292,User_292,35,89335,HYD,8933.5,0.89
293,User_293,60,21358,Chennai,2135.8,0.21
294,User_294,45,82250,Mumbai,8225.0,0.82
295,User_295,21,72812,Chennai,7281.200000000001,0.73
296,User_296,52,77029,Chennai,7702.900000000001,0.77
297,User_297,21,118772,HYD,11877.2,1.19
298,User_298,57,20955,Chennai,2095.5,0.21
299,User_299,54,34030,Chennai,3403.0,0.34
300,User_300,52,43212,HYD,4321.2,0.43
301,User_301,27,21523,Bangalore,2152.3,0.22
302,User_302,54,106319,Bangalore,10631.900000000001,1.06
303,User_303,42,109108,HYD,10910.800000000001,1.09
304,User_304,44,116817,Chennai,11681.7,1.17
305,User_305,33,149339,Bangalore,14933.900000000001,1.49
306,User_306,57,98183,Bangalore,9818.300000000001,0.98
307,User_307,58,119578,HYD,11957.800000000001,1.2
308,User_308,48,82417,Bangalore,8241.7,0.82
309,User_309,30,114664,HYD,11466.400000000001,1.15
310,User_310,42,106038,Bangalore,10603.800000000001,1.06
311,User_311,59,125688,Chennai,12568.800000000001,1.26
312,User_312,40,39457,HYD,3945.7000000000003,0.39
313,User_313,30,48302,Chennai,4830.2,0.48
314,User_314,46,60678,HYD,6067.8,0.61
315,User_315,59,79335,Bangalore,7933.5,0.79
316,User_316,35,71900,Mumbai,7190.0,0.72
317,User_317,24,116416,Bangalore,11641.6,1.16
318,User_318,50,78625,HYD,7862.5,0.79
319,User_319,36,78998,Bangalore,7899.8,0.79
320,User_320,45,116687,Mumbai,11668.7,1.17
321,User_321,22,51248,Mumbai,5124.8,0.51
322,User_322,30,59055,Mumbai,5905.5,0.59
323,User_323,56,37659,Bangalore,3765.9,0.38
324,User_324,59,74651,HYD,7465.1,0.75
325,User_325,31,40965,HYD,4096.5,0.41
326,User_326,26,59780,Bangalore,5978.0,0.6
327,User_327,39,120014,Bangalore,12001.400000000001,1.2
328,User_328,34,144682,Chennai,14468.2,1.45
329,User_329,53,73238,Bangalore,7323.8,0.73
330,User_330,24,42224,Chennai,4222.400000000001,0.42
331,User_331,31,91246,Mumbai,9124.6,0.91
332,User_332,21,132159,Chennai,13215.900000000001,1.32
333,User_333,48,118886,Mumbai,11888.6,1.19
334,User_334,47,70615,Bangalore,7061.5,0.71
335,User_335,19,61066,HYD,6106.6,0.61
336,User_336,56,89491,Chennai,8949.1,0.89
337,User_337,60,113035,HYD,11303.5,1.13
338,User_338,28,66140,Chennai,6614.0,0.66
339,User_339,53,139296,Mumbai,13929.6,1.39
340,User_340,49,70301,HYD,7030.1,0.7
341,User_341,53,81520,Mumbai,8152.0,0.82
342,User_342,23,63018,Mumbai,6301.8,0.63
343,User_343,49,102011,Mumbai,10201.1,1.02
344,User_344,48,117274,Bangalore,11727.400000000001,1.17
345,User_345,35,25879,Chennai,2587.9,0.26
346,User_346,40,24211,Mumbai,2421.1,0.24
347,User_347,60,139189,Chennai,13918.900000000001,1.39
348,User_348,25,128988,HYD,12898.800000000001,1.29
349,User_349,40,83761,HYD,8376.1,0.84
350,User_350,40,39126,Bangalore,3912.6000000000004,0.39
351,User_351,35,34701,HYD,3470.1000000000004,0.35
352,User_352,26,46961,HYD,4696.1,0.47
353,User_353,60,23287,Mumbai,2328.7000000000003,0.23
354,User_354,56,78878,Bangalore,7887.8,0.79
355,User_355,22,32885,HYD,3288.5,0.33
356,User_356,52,133257,Chennai,13325.7,1.33
357,User_357,24,79215,Bangalore,7921.5,0.79
358,User_358,18,67476,HYD,6747.6,0.67
359,User_359,38,67783,Mumbai,6778.3,0.68
360,User_360,41,117790,Mumbai,11779.0,1.18
361,User_361,25,48187,HYD,4818.7,0.48
362,User_362,21,61690,Chennai,6169.0,0.62
363,User_363,29,85041,Bangalore,8504.1,0.85
364,User_364,35,70548,Chennai,7054.8,0.71
365,User_365,30,132051,Mumbai,13205.1,1.32
366,User_366,56,134642,Chennai,13464.2,1.35
367,User_367,34,137931,HYD,13793.1,1.38
368,User_368,57,139135,HYD,13913.5,1.39
369,User_369,59,94128,Mumbai,9412.800000000001,0.94
370,User_370,27,85747,HYD,8574.7,0.86
371,User_371,53,127894,Mumbai,12789.400000000001,1.28
372,User_372,55,64915,Chennai,6491.5,0.65
373,User_373,22,121532,Chennai,12153.2,1.22
374,User_374,53,134641,Chennai,13464.1,1.35
375,User_375,32,85199,Bangalore,8519.9,0.85
376,User_376,31,141855,Chennai,14185.5,1.42
377,User_377,28,102473,HYD,10247.300000000001,1.02
378,User_378,18,104221,Bangalore,10422.1,1.04
379,User_379,51,50748,Bangalore,5074.8,0.51
380,User_380,25,132034,Bangalore,13203.400000000001,1.32
381,User_381,23,24712,HYD,2471.2000000000003,0.25
382,User_382,24,83904,Mumbai,8390.4,0.84
383,User_383,19,46504,HYD,4650.400000000001,0.47
384,User_384,36,93261,Mumbai,9326.1,0.93
385,User_385,59,116567,Bangalore,11656.7,1.17
386,User_386,47,62696,Bangalore,6269.6,0.63
387,User_387,59,26122,Chennai,2612.2000000000003,0.26
388,User_388,49,86891,Bangalore,8689.1,0.87
389,User_389,25,83591,Bangalore,8359.1,0.84
390,User_390,18,79599,Mumbai,7959.900000000001,0.8
391,User_391,46,60094,Chennai,6009.400000000001,0.6
392,User_392,44,135548,Bangalore,13554.800000000001,1.36
393,User_393,29,27955,Chennai,2795.5,0.28
394,User_394,59,119253,Bangalore,11925.300000000001,1.19
395,User_395,44,116189,Mumbai,11618.900000000001,1.16
396,User_396,41,101674,Mumbai,10167.400000000001,1.02
397,User_397,40,68259,HYD,6825.900000000001,0.68
398,User_398,21,86586,HYD,8658.6,0.87
399,User_399,36,95090,Bangalore,9509.0,0.95
400,User_400,50,99697,HYD,9969.7,1.0
401,User_401,53,106323,Chennai,10632.300000000001,1.06
402,User_402,38,113465,HYD,11346.5,1.13
403,User_403,59,127208,Mumbai,12720.800000000001,1.27
404,User_404,27,57923,Chennai,5792.3,0.58
405,User_405,38,118229,Mumbai,11822.900000000001,1.18
406,User_406,57,58935,HYD,5893.5,0.59
407,User_407,55,56909,Bangalore,5690.900000000001,0.57
408,User_408,35,85527,Bangalore,8552.7,0.86
409,User_409,48,28337,Bangalore,2833.7000000000003,0.28
410,User_410,40,31257,HYD,3125.7000000000003,0.31
411,User_411,50,135007,Chennai,13500.7,1.35
412,User_412,31,102324,Mumbai,10232.400000000001,1.02
413,User_413,35,98814,Bangalore,9881.400000000001,0.99
414,User_414,18,132151,Mumbai,13215.1,1.32
415,User_415,22,23790,HYD,2379.0,0.24
416,User_416,49,105812,Chennai,10581.2,1.06
417,User_417,58,24178,Chennai,2417.8,0.24
418,User_418,19,74862,Chennai,7486.200000000001,0.75
419,User_419,48,125516,Chennai,12551.6,1.26
420,User_420,30,27216,Bangalore,2721.6000000000004,0.27
421,User_421,43,51707,Bangalore,5170.700000000001,0.52
422,User_422,58,111675,Mumbai,11167.5,1.12
423,User_423,54,21013,Chennai,2101.3,0.21
424,User_424,50,123684,Mumbai,12368.400000000001,1.24
425,User_425,35,46098,Bangalore,4609.8,0.46
426,User_426,54,28649,Bangalore,2864.9,0.29
427,User_427,52,50784,Bangalore,5078.400000000001,0.51
428,User_428,36,110034,Mumbai,11003.400000000001,1.1
429,User_429,43,72444,Mumbai,7244.400000000001,0.72
430,User_430,37,23049,Bangalore,2304.9,0.23
431,User_431,42,121833,Mumbai,12183.300000000001,1.22
432,User_432,53,66870,HYD,6687.0,0.67
433,User_433,52,126584,HYD,12658.400000000001,1.27
434,User_434,56,62550,Chennai,6255.0,0.63
435,User_435,38,143109,HYD,14310.900000000001,1.43
436,User_436,47,71658,Bangalore,7165.8,0.72
437,User_437,58,28594,Mumbai,2859.4,0.29
438,User_438,42,124033,Mumbai,12403.300000000001,1.24
439,User_439,55,22982,Chennai,2298.2000000000003,0.23
440,User_440,26,120825,Chennai,12082.5,1.21
441,User_441,22,111939,Bangalore,11193.900000000001,1.12
442,User_442,46,137884,Chennai,13788.400000000001,1.38
443,User_443,55,101402,Bangalore,10140.2,1.01
444,User_444,19,62796,HYD,6279.6,0.63
445,User_445,27,23871,HYD,2387.1,0.24
446,User_446,28,37130,Bangalore,3713.0,0.37
447,User_447,26,35560,Chennai,3556.0,0.36
448,User_448,21,61345,Bangalore,6134.5,0.61
449,User_449,36,71164,Chennai,7116.400000000001,0.71
450,User_450,25,87671,Chennai,8767.1,0.88
451,User_451,50,144538,Bangalore,14453.800000000001,1.45
452,User_452,24,113464,Chennai,11346.400000000001,1.13
453,User_453,21,140672,Chennai,14067.2,1.41
454,User_454,40,131423,Chennai,13142.300000000001,1.31
455,User_455,39,23766,Bangalore,2376.6,0.24
456,User_456,53,95542,HYD,9554.2,0.96
457,User_457,54,89834,Bangalore,8983.4,0.9
458,User_458,21,65505,Chennai,6550.5,0.66
459,User_459,31,110799,Bangalore,11079.900000000001,1.11
460,User_460,52,143031,Mumbai,14303.1,1.43
461,User_461,26,104032,Mumbai,10403.2,1.04
462,User_462,41,143906,Bangalore,14390.6,1.44
463,User_463,38,77583,Bangalore,7758.3,0.78
464,User_464,49,48097,Chennai,4809.7,0.48
465,User_465,27,144083,Bangalore,14408.300000000001,1.44
466,User_466,56,65265,HYD,6526.5,0.65
467,User_467,56,57093,Chennai,5709.3,0.57
468,User_468,37,39703,Bangalore,3970.3,0.4
469,User_469,39,118048,Bangalore,11804.800000000001,1.18
470,User_470,23,60053,HYD,6005.3,0.6
471,User_471,58,23263,HYD,2326.3,0.23
472,User_472,37,148979,Mumbai,14897.900000000001,1.49
473,User_473,37,73382,Chennai,7338.200000000001,0.73
474,User_474,26,149629,Mumbai,14962.900000000001,1.5
475,User_475,32,106869,Bangalore,10686.900000000001,1.07
476,User_476,45,93739,Mumbai,9373.9,0.94
477,User_477,50,90919,Mumbai,9091.9,0.91
478,User_478,47,108499,Bangalore,10849.900000000001,1.08
479,User_479,49,48226,Bangalore,4822.6,0.48
480,User_480,51,35712,Bangalore,3571.2000000000003,0.36
481,User_481,18,134409,HYD,13440.900000000001,1.34
482,User_482,26,147614,Mumbai,14761.400000000001,1.48
483,User_483,22,41294,HYD,4129.400000000001,0.41
484,User_484,45,137010,Bangalore,13701.0,1.37
485,User_485,22,95776,Bangalore,9577.6,0.96
486,User_486,44,86436,Bangalore,8643.6,0.86
487,User_487,24,125191,Bangalore,12519.1,1.25
488,User_488,44,73953,Chennai,7395.3,0.74
489,User_489,52,122343,Mumbai,12234.300000000001,1.22
490,User_490,36,40220,HYD,4022.0,0.4
491,User_491,33,25991,Chennai,2599.1000000000004,0.26
492,User_492,35,77895,HYD,7789.5,0.78
493,User_493,47,143618,HYD,14361.800000000001,1.44
494,User_494,47,131986,HYD,13198.6,1.32
495,User_495,52,115009,Chennai,11500.900000000001,1.15
496,User_496,53,50030,Mumbai,5003.0,0.5
497,User_497,28,97850,HYD,9785.0,0.98
498,User_498,25,72921,Bangalore,7292.1,0.73
499,User_499,31,147358,HYD,14735.800000000001,1.47
500,User_500,26,40138,Chennai,4013.8,0.4
501,User_501,31,141642,HYD,14164.2,1.42
502,User_502,47,104294,Chennai,10429.400000000001,1.04
503,User_503,42,77214,HYD,7721.400000000001,0.77
504,User_504,24,124132,HYD,12413.2,1.24
505,User_505,43,108236,HYD,10823.6,1.08
506,User_506,47,133327,HYD,13332.7,1.33
507,User_507,22,140955,Chennai,14095.5,1.41
508,User_508,41,96867,Chennai,9686.7,0.97
509,User_509,35,125497,Mumbai,12549.7,1.25
510,User_510,55,111971,Chennai,11197.1,1.12
511,User_511,51,48464,Chennai,4846.400000000001,0.48
512,User_512,37,135769,Chennai,13576.900000000001,1.36
513,User_513,53,39826,HYD,3982.6000000000004,0.4
514,User_514,21,130883,Mumbai,13088.300000000001,1.31
515,User_515,24,54977,Chennai,5497.700000000001,0.55
516,User_516,39,75058,Chennai,7505.8,0.75
517,User_517,28,145503,HYD,14550.300000000001,1.46
518,User_518,32,90351,HYD,9035.1,0.9
519,User_519,51,59769,Chennai,5976.900000000001,0.6
520,User_520,33,70280,HYD,7028.0,0.7
521,User_521,57,38317,Bangalore,3831.7000000000003,0.38
522,User_522,20,110444,Mumbai,11044.400000000001,1.1
523,User_523,57,41563,HYD,4156.3,0.42
524,User_524,31,23608,HYD,2360.8,0.24
525,User_525,47,131090,Mumbai,13109.0,1.31
526,User_526,28,39236,HYD,3923.6000000000004,0.39
527,User_527,54,126390,Chennai,12639.0,1.26
528,User_528,23,45293,Mumbai,4529.3,0.45
